station lv : production : consumption
6:161908098:364272992 
9:132508986:258728244 
11:148178856:191674831 
11:148178856:191674831 
15:85799285:126377037 
14:122456466:156085333 
5:131833110:154952517 
12:122352561:135865532 
13:182709668:195738987 
7:219778584:165184256 
7:219778584:165184256 
1:241999040:171359043 
1:241999040:171359043 
3:291629372:182429162 
3:291629372:182429162 
2:382635838:161573683 
2:382635838:161573683 
16:3292711010:162638731 
16:3292711010:162638731 
